time,field_linear_x,field_linear_y,field_linear_z,field_angular_x,field_angular_y,field_angular_z
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.2,0.0,0.0,0.0,0.0,0.0
5.0,0.4,0.0,0.0,0.0,0.0,0.0
10.0,0.6,0.0,0.0,0.0,0.0,0.0
15.0,0.8,0.0,0.0,0.0,0.0,0.0
20.0,0.6,0.0,0.0,0.0,0.0,0.0
30.0,0.4,0.0,0.0,0.0,0.0,0.0
35.0,0.2,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0
